Location_ID,Heritage_Type,Tourist_Review_Text,Social_Media_Post,Policy_Context,Visitor_Count,Ticket_Price,Accommodation_Occupancy,Transport_Availability,Food_Service_Rating,Guided_Tour_Availability,Souvenir_Sales,Local_Workshop_Participation,Resource_Utilization,Booking_Inquiries,Booking_Conversions,Tourist_Satisfaction,Repeat_Visit_Rate,Marketing_Reach,Revenue_Generated,Operational_Cost,Booking_Conversion_Rate,Economic_Benefit_Score,Industry_Chain_Performance
L0113,Folk Art Center,Historic place with good guides and storytelling,Enjoyed local food and cultural activities,Sustainable rural tourism policy,311,15,86.31,16,3.52,3,5238,155,44.01,244,89,4.68,48.66,34015,82142,35404,0.36475409836065575,0.6779631701657348,0.71577
L0114,Cultural Museum,Crowded during peak season but worth visiting,Loved the traditional village lifestyle,Local tourism development scheme,776,45,46.68,14,3.69,8,5166,88,63.2,174,59,4.45,36.63,48598,47408,3641,0.3390804597701149,0.5800069192904073,0.65984
L0115,Traditional Market,Crowded during peak season but worth visiting,A perfect place for cultural tourism,Local tourism development scheme,628,48,66.59,11,2.76,1,15240,153,78.98,353,314,4.48,32.34,20693,60693,42992,0.8895184135977338,0.7015390859811439,0.7844900000000001
L0116,Handicraft Center,Historic place with good guides and storytelling,Visited this amazing heritage destination today!,Rural tourism promotion program,278,89,61.06,18,2.77,7,1637,120,56.75,26,372,4.56,45.3,49101,11378,19909,1.0,0.5435911696456256,0.6837799999999999
L0117,Temple,Excellent food and local cultural activities,Great destination for heritage tourism,Cultural heritage conservation initiative,210,75,68.18,8,4.91,1,3641,29,66.55,255,285,4.36,28.11,9176,55690,19794,1.0,0.6603700920693346,0.73234
L0118,Cultural Museum,Crowded during peak season but worth visiting,Exploring rural culture and traditional crafts,Rural tourism promotion program,476,17,88.81,12,4.95,4,13177,8,50.6,57,238,4.74,42.74,40813,21192,28925,1.0,0.5658993537642906,0.7532300000000001
L0119,Folk Art Center,Very authentic rural tourism experience,A perfect place for cultural tourism,Cultural heritage conservation initiative,171,24,94.4,19,3.57,5,12138,128,63.6,451,384,3.38,17.55,44627,65715,13184,0.8514412416851441,0.604855533314435,0.7404000000000001
L0120,Heritage Street,Nice cultural atmosphere but transport could improve,Loved the traditional village lifestyle,Local tourism development scheme,198,72,41.11,2,4.47,1,9962,55,59.74,317,342,3.82,17.12,10919,86679,5495,1.0,0.6962516192400404,0.5914900000000001
L0121,Folk Art Center,Historic place with good guides and storytelling,Visited this amazing heritage destination today!,Sustainable rural tourism policy,754,89,61.63,9,4.14,8,6802,55,63.87,263,81,4.12,25.55,8655,57308,44024,0.30798479087452474,0.5748235907108934,0.68757
L0122,Heritage Street,Beautiful heritage site with great cultural experience,Visited this amazing heritage destination today!,Community-based tourism program,792,74,84.97,9,2.79,5,8638,60,65.61,142,178,2.99,54.29,44616,39561,39940,1.0,0.5808629286650197,0.69675
L0123,Historic Village,Very authentic rural tourism experience,Enjoyed local food and cultural activities,Local tourism development scheme,160,68,57.96,14,3.24,7,15990,44,45.08,174,391,3.76,52.52,17100,35795,35335,1.0,0.5643475555866733,0.5797999999999999
L0124,Traditional Market,Nice cultural atmosphere but transport could improve,A perfect place for cultural tourism,Cultural heritage conservation initiative,706,19,75.7,15,3.28,3,4710,140,45.14,413,276,2.81,34.61,29425,70229,35860,0.6682808716707022,0.5602543407303184,0.57626
L0125,Heritage Street,Nice cultural atmosphere but transport could improve,Loved the traditional village lifestyle,Rural tourism promotion program,270,16,94.57,11,3.99,2,17441,141,54.33,317,64,4.03,39.27,48861,90815,27971,0.20189274447949526,0.6617564999152976,0.7428299999999999
L0126,Folk Art Center,Historic place with good guides and storytelling,Visited this amazing heritage destination today!,Local tourism development scheme,113,83,75.57,13,3.95,3,17465,137,46.37,265,239,2.74,41.38,49791,97371,36276,0.9018867924528302,0.6741730358601722,0.5765899999999999
L0127,Historic Village,Nice cultural atmosphere but transport could improve,Exploring rural culture and traditional crafts,Sustainable rural tourism policy,687,85,46.12,5,4.81,0,6989,144,53.9,461,56,3.76,28.66,30923,51992,16593,0.12147505422993492,0.5069462672629799,0.57956
L0128,Temple,Historic place with good guides and storytelling,Visited this amazing heritage destination today!,Cultural heritage conservation initiative,779,90,86.36,6,4.48,0,7507,144,41.35,382,392,3.65,45.07,6762,12356,3017,1.0,0.4698807859150421,0.64348
L0129,Handicraft Center,Crowded during peak season but worth visiting,Loved the traditional village lifestyle,Rural tourism promotion program,403,21,93.17,5,4.64,7,18892,158,59.29,60,87,2.78,40.41,36374,77187,21761,1.0,0.649804638023985,0.68347
L0130,Handicraft Center,Amazing traditional crafts and friendly locals,Great destination for heritage tourism,Community-based tourism program,523,88,79.19,1,4.73,0,6165,173,51.74,284,369,3.6,27.72,47679,27790,18508,1.0,0.5084475113773893,0.66053
L0131,Handicraft Center,Very authentic rural tourism experience,Great destination for heritage tourism,Cultural heritage conservation initiative,797,55,63.05,18,4.5,4,15804,48,89.07,127,315,4.19,24.19,33463,29353,31763,1.0,0.6120024962742175,0.7968299999999999
L0132,Heritage Street,Excellent food and local cultural activities,Enjoyed local food and cultural activities,Rural tourism promotion program,534,41,92.16,8,3.33,9,4706,89,87.2,245,362,3.99,59.04,14239,83139,13163,1.0,0.8119293885716,0.8646800000000001
L0133,Temple,Amazing traditional crafts and friendly locals,A perfect place for cultural tourism,Community-based tourism program,62,41,93.27,17,3.04,8,5114,99,56.52,193,382,3.65,24.21,32796,78749,45625,1.0,0.668151622290681,0.72489
L0134,Heritage Street,Very authentic rural tourism experience,Loved the traditional village lifestyle,Rural tourism promotion program,202,99,91.43,11,3.93,2,3317,92,66.15,124,370,3.41,18.7,32439,37639,11591,1.0,0.5437907175506858,0.7434900000000001
L0135,Traditional Market,Historic place with good guides and storytelling,Enjoyed local food and cultural activities,Community-based tourism program,288,87,62.65,11,4.22,9,5672,17,92.57,368,288,2.64,51.73,9015,58756,38921,0.782608695652174,0.6493008936202689,0.71663
L0136,Heritage Street,Very authentic rural tourism experience,Visited this amazing heritage destination today!,Community-based tourism program,239,99,83.43,3,3.47,1,15323,10,68.83,357,70,4.89,50.54,13593,72820,30729,0.19607843137254902,0.6960837293733645,0.81901
L0137,Temple,Crowded during peak season but worth visiting,Visited this amazing heritage destination today!,Community-based tourism program,712,70,75.98,8,4.62,4,12103,182,86.66,201,16,3.51,21.94,25335,14925,27742,0.07960199004975124,0.4344746037299674,0.78518
L0138,Temple,Historic place with good guides and storytelling,Great destination for heritage tourism,Rural tourism promotion program,135,78,49.88,8,4.9,1,15750,95,85.45,112,280,3.54,52.43,43243,56838,43233,1.0,0.6970948154612469,0.70384
L0139,Traditional Market,Amazing traditional crafts and friendly locals,Enjoyed local food and cultural activities,Community-based tourism program,70,70,69.45,3,3.92,9,14976,130,91.77,138,344,2.82,55.58,37336,13094,34493,1.0,0.5472002509527001,0.74463
L0140,Temple,Beautiful heritage site with great cultural experience,Great destination for heritage tourism,Cultural heritage conservation initiative,743,55,81.12,10,3.64,0,18654,103,56.81,497,18,3.83,26.59,22527,13472,22158,0.03621730382293763,0.3890512195250137,0.7004
L0141,Folk Art Center,Beautiful heritage site with great cultural experience,Exploring rural culture and traditional crafts,Sustainable rural tourism policy,368,77,89.28,19,4.61,8,4814,143,42.39,140,222,4.95,26.43,13526,98535,20571,1.0,0.7675920900889187,0.7343999999999999
L0142,Temple,Well preserved heritage with engaging workshops,Great destination for heritage tourism,Sustainable rural tourism policy,207,64,87.44,14,2.56,9,15351,136,45.72,206,174,3.13,16.55,13081,87998,40087,0.8446601941747572,0.6212804698020564,0.633
L0143,Handicraft Center,Well preserved heritage with engaging workshops,Exploring rural culture and traditional crafts,Community-based tourism program,530,10,48.51,18,2.82,8,5715,67,71.42,288,240,3.28,40.54,6463,37284,22349,0.8333333333333334,0.5628588271870425,0.62801
L0144,Folk Art Center,Very authentic rural tourism experience,Visited this amazing heritage destination today!,Sustainable rural tourism policy,125,86,66.84,3,4.61,0,7646,172,69.17,361,324,3.09,44.7,18783,51831,27257,0.8975069252077562,0.6051663529094573,0.6626000000000001
L0145,Folk Art Center,Beautiful heritage site with great cultural experience,Enjoyed local food and cultural activities,Sustainable rural tourism policy,378,76,66.3,14,4.33,3,16754,1,56.41,35,165,4.67,13.67,25575,10922,27152,1.0,0.4995978823052841,0.70474
L0146,Traditional Market,Historic place with good guides and storytelling,Exploring rural culture and traditional crafts,Community-based tourism program,465,58,89.43,11,3.54,4,11091,118,53.68,448,373,3.69,20.45,43869,87763,14962,0.8325892857142857,0.6691382308749123,0.70441
L0147,Fort,Nice cultural atmosphere but transport could improve,Enjoyed local food and cultural activities,Community-based tourism program,252,34,40.11,10,4.72,1,19615,88,79.02,51,399,4.56,23.52,32831,40919,19142,1.0,0.6441027843847208,0.71001
L0148,Fort,Historic place with good guides and storytelling,Enjoyed local food and cultural activities,Cultural heritage conservation initiative,278,25,80.63,14,3.38,8,9632,119,58.73,443,24,4.63,32.3,22859,90320,41981,0.05417607223476298,0.6738445207753222,0.75461
L0149,Temple,Nice cultural atmosphere but transport could improve,Exploring rural culture and traditional crafts,Local tourism development scheme,201,94,74.03,1,4.08,8,17964,21,73.22,365,127,4.37,51.18,38023,85588,37983,0.34794520547945207,0.7333224523136159,0.77717
L0150,Folk Art Center,Amazing traditional crafts and friendly locals,A perfect place for cultural tourism,Rural tourism promotion program,121,22,90.69,16,4.09,8,1375,120,79.18,114,97,3.15,21.21,22973,61828,16228,0.8508771929824561,0.6182856791198083,0.77779
L0151,Fort,Excellent food and local cultural activities,Great destination for heritage tourism,Community-based tourism program,274,61,65.13,6,2.96,7,6577,196,63.68,447,13,2.59,50.38,44322,69075,10758,0.029082774049217,0.5426068037954638,0.60551
L0152,Fort,Nice cultural atmosphere but transport could improve,Exploring rural culture and traditional crafts,Community-based tourism program,522,45,76.17,18,3.21,5,4801,176,50.64,486,248,2.86,54.49,4553,16609,44764,0.5102880658436214,0.42688127245219437,0.60267
L0153,Temple,Beautiful heritage site with great cultural experience,Visited this amazing heritage destination today!,Sustainable rural tourism policy,692,81,93.5,16,4.79,0,16447,148,87.34,125,123,4.24,20.03,28147,8574,13622,0.984,0.5408524027545785,0.88426
L0154,Fort,Historic place with good guides and storytelling,Enjoyed local food and cultural activities,Cultural heritage conservation initiative,409,53,80.91,19,2.96,9,7489,73,45.14,393,236,4.35,59.64,41680,16662,5187,0.6005089058524173,0.5072873898500873,0.6842900000000001
L0155,Heritage Street,Amazing traditional crafts and friendly locals,Loved the traditional village lifestyle,Sustainable rural tourism policy,589,92,43.71,16,2.93,4,1728,86,85.62,194,323,4.42,35.84,36433,95435,25964,1.0,0.8323651366787026,0.73881
L0156,Historic Village,Beautiful heritage site with great cultural experience,Exploring rural culture and traditional crafts,Community-based tourism program,658,56,49.21,5,3.7,7,11629,182,86.02,388,152,3.11,37.59,42857,81592,7249,0.3917525773195876,0.6679276714888477,0.6783100000000001
L0157,Traditional Market,Amazing traditional crafts and friendly locals,Great destination for heritage tourism,Community-based tourism program,95,89,85.18,12,2.73,3,5275,3,71.4,345,253,2.88,40.8,14734,56913,21831,0.7333333333333333,0.5921081960545048,0.71394
L0158,Historic Village,Excellent food and local cultural activities,Enjoyed local food and cultural activities,Sustainable rural tourism policy,50,85,58.41,6,4.74,7,3423,57,74.62,463,11,4.81,50.14,20445,96055,21267,0.023758099352051837,0.7555513372959509,0.76231
L0159,Temple,Crowded during peak season but worth visiting,A perfect place for cultural tourism,Community-based tourism program,727,29,78.83,2,2.75,5,19760,197,59.69,310,369,4.16,42.66,36633,52215,47907,1.0,0.6480479023594955,0.72485
L0160,Handicraft Center,Historic place with good guides and storytelling,Visited this amazing heritage destination today!,Local tourism development scheme,294,27,78.49,16,4.04,0,11160,117,86.29,350,133,4.35,46.74,48557,19603,16517,0.38,0.5570113524840217,0.84163
L0161,Traditional Market,Very authentic rural tourism experience,A perfect place for cultural tourism,Rural tourism promotion program,268,63,94.65,11,3.35,0,7633,186,54.5,463,334,2.73,31.99,30490,39107,25553,0.7213822894168467,0.4829688715266275,0.6657500000000001
L0162,Temple,Historic place with good guides and storytelling,Loved the traditional village lifestyle,Rural tourism promotion program,663,21,65.84,12,4.51,2,3247,25,70.79,56,210,3.53,39.5,35718,14429,12115,1.0,0.5206260921793576,0.69248
L0163,Folk Art Center,Well preserved heritage with engaging workshops,Exploring rural culture and traditional crafts,Rural tourism promotion program,340,34,80.58,11,3.97,0,12048,112,40.1,41,80,2.66,22.35,44760,75565,46520,1.0,0.5734676159493494,0.56174
L0164,Handicraft Center,Excellent food and local cultural activities,Enjoyed local food and cultural activities,Local tourism development scheme,507,69,42.68,19,3.47,3,6574,196,91.69,416,77,4.14,28.16,33920,29255,18230,0.18509615384615385,0.5389130499058647,0.7432
L0165,Historic Village,Historic place with good guides and storytelling,Exploring rural culture and traditional crafts,Community-based tourism program,253,84,65.44,8,4.96,2,6993,166,92.16,419,156,3.72,41.58,29984,96642,11389,0.3723150357995227,0.7599084008283744,0.7881599999999999
L0166,Temple,Well preserved heritage with engaging workshops,Great destination for heritage tourism,Sustainable rural tourism policy,251,95,50.27,18,2.67,6,2912,103,79.07,237,273,3.63,12.05,34049,92389,18928,1.0,0.7349402172956321,0.68489
L0167,Folk Art Center,Very authentic rural tourism experience,Exploring rural culture and traditional crafts,Cultural heritage conservation initiative,615,43,86.23,5,3.94,8,10886,128,63.28,105,296,4.76,38.93,21508,58262,32524,1.0,0.6977777127696816,0.79741
L0168,Traditional Market,Nice cultural atmosphere but transport could improve,Visited this amazing heritage destination today!,Community-based tourism program,531,22,86.19,12,4.97,6,5531,184,49.82,335,279,4.35,37.54,3126,88747,38454,0.8328358208955224,0.7230305044432465,0.71885
L0169,Traditional Market,Amazing traditional crafts and friendly locals,Loved the traditional village lifestyle,Local tourism development scheme,560,47,53.0,10,4.23,4,2737,97,67.09,61,38,4.91,19.33,15518,69504,14369,0.6229508196721312,0.6795258786845237,0.7219600000000002
L0170,Cultural Museum,Very authentic rural tourism experience,A perfect place for cultural tourism,Local tourism development scheme,327,21,57.51,15,4.35,0,6697,47,83.53,160,146,2.62,56.67,14025,57976,6050,0.9125,0.6482795325518358,0.6638499999999999
